CG_ID	SSP1	SSP2	SSH11	SSH12	log2_P_ratio	log2_H_ratio	perc_cis	FBgn_ID	Gene_name	tau	Age_classification	HK_bin	min	class	pvalsPar1.adj	pvalsHyb1.adj
CG10576	1090	760	957	893	0.520256811333341	0.0998587493648027	19.1941262833022	FBgn0035630	CG10576	0.239	Eukaryota	non_HKs	0	non_TS_non_HK	4.49601542542166e-13	0.403719681725233
CG10578	532	460	452	540	0.209792384556814	-0.256636634635643	35.4928536955034	FBgn0263106	DnaJ-1	0.248	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	HK	25.75634697	non_TS_HK	0.0740790685099802	0.0484402768940807
CG10579	112	52	91	73	1.10691520391651	0.317970081318679	28.7257849737388	FBgn0005640	Eip63E	0.464	Bilateria	non_HKs	0	non_TS_non_HK	2.85166865045832e-05	0.469376620367632
CG10582	38	32	32	38	0.247927513443585	-0.247927513443586	33.3333333333333	FBgn0028402	Sin	0.29	Eukaryota	non_HKs	0	non_TS_non_HK	0.722609684587157	0.817961995907879
CG10585	54	104	65	93	-0.945552215977624	-0.516790998079577	54.6549401870162	FBgn0037044	CG10585	0.495	Bilateria	non_HKs	0	non_TS_non_HK	0.000583252813606241	0.156672253584609
CG1059	268	285	256	297	-0.0887289185943315	-0.214319120800766	63.0518512715893	FBgn0087013	Karybeta3	0.236	Eukaryota	HK	13.00589199	non_TS_HK	0.673749125781479	0.300938288500875
CG10590	170	220	192	198	-0.371968777386958	-0.0443941193584534	11.9349047708567	FBgn0035622	TM9SF3	0.357	Eukaryota	non_HKs	0	non_TS_non_HK	0.0450240856638778	0.968705658761428
CG10600	115	124	112	127	-0.1087062594425	-0.181329764714562	71.40280758114	FBgn0032717	CG10600	0.451	Bilateria	non_HKs	0	non_TS_non_HK	0.768529291296652	0.676962439579408
CG10602	337	311	360	288	0.115834011051256	0.321928094887362	60.96866909372	FBgn0032721	CG10602	0.303	Eukaryota	non_HKs	0	non_TS_non_HK	0.51408754894048	0.0457938250168849
CG10616	122	126	117	131	-0.0465425859370302	-0.163058281954046	58.3238408443449	FBgn0036286	CG10616	0.461	Eukaryota	non_HKs	0	non_TS_non_HK	0.938944333602508	0.717527361191245
CG10620	187	182	187	182	0.0390998196889403	0.0390998196889403	100	FBgn0036299	Tsf2	0.339	Bilateria	non_HKs	0	non_TS_non_HK	0.931162448225515	0.984889663313478
CG10623	70	76	81	65	-0.118644496498619	0.31748218985617	42.1282444883646	FBgn0032727	CG10623	0.542	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.82127826736591	0.513219479460384
CG10627	237	256	274	219	-0.111256751101741	0.323245023359353	42.6587118928278	FBgn0036298	nst	0.277	Eukaryota	non_HKs	0	non_TS_non_HK	0.598865146138471	0.0959179434330687
CG10628	48	34	47	35	0.497499659470817	0.425305834732671	85.4886685118664	FBgn0032818	CG10628	0.448	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.296825395845495	0.525878720370989
CG10631	24	101	59	66	-2.07324898203064	-0.161751069996612	7.80181596125447	FBgn0032817	CG10631	0.288	Pan-drosophilid	non_HKs	0	non_TS_non_HK	4.20966806726898e-11	0.847216313221771
CG10632	163	63	128	98	1.37144823073116	0.385290155884792	28.0936711464042	FBgn0036302	sowah	0.311	Diptera	non_HKs	0	non_TS_non_HK	4.04015973561406e-10	0.219271136073282
CG10635	115	88	126	77	0.386058432307078	0.710493382805015	68.6514572982547	FBgn0035603	CG10635	0.274	Eukaryota	non_HKs	0	non_TS_non_HK	0.163773501527324	0.00958948824066957
CG1064	38	26	26	38	0.547487795302493	-0.547487795302493	33.3333333333333	FBgn0011715	Snr1	0.371	Eukaryota	non_HKs	0	non_TS_non_HK	0.32319623058588	0.443117249383733
CG10640	187	167	183	171	0.163190167413585	0.0978473233981446	59.9590802245843	FBgn0035601	Uev1A	0.212	Eukaryota	HK	33.26946813	non_TS_HK	0.498593071954622	0.824599743115156
CG10642	64	208	52	220	-1.70043971814109	-2.08091999538357	84.5421209433545	FBgn0004380	Klp64D	0.262	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	2.06472376662878e-17	1.80409729385204e-23
CG10645	609	539	568	580	0.176156955153827	-0.0301619705102525	12.7545061771152	FBgn0016031	lama	0.37	Eukaryota	non_HKs	0	non_TS_non_HK	0.113357613788145	0.940056955341753
CG10646	48	38	39	47	0.337034987277571	-0.269186632815389	30.749839508718	FBgn0036292	CG10646	0.291	Eukaryota	non_HKs	0	non_TS_non_HK	0.51981690415982	0.748045020723777
CG10648	99	134	124	109	-0.436732570378163	0.186011985609949	22.9997503627481	FBgn0030067	Rbm13	0.456	Eukaryota	non_HKs	0	non_TS_non_HK	0.0778954559621537	0.671638887040066
CG1065	613	573	598	588	0.0973519349338766	0.0243293293617405	24.991110221143	FBgn0004888	Scsalpha	0.288	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.434555098841141	0.965579340714163
CG10650	35	63	61	37	-0.84799690655495	0.721283971933937	31.48934952882	FBgn0046302	CG10650	0.717	Pan-drosophilid	non_HKs	0	TS	0.02370483074282	0.114142017002523
CG10653	58	103	76	85	-0.828519532055646	-0.161463422694116	19.4881854255757	FBgn0001202	hook	0.193	Eukaryota	non_HKs	0	non_TS_non_HK	0.00267238364237166	0.804921689174559
CG10654	55	22	42	35	1.32192809488736	0.263034405833794	19.897784671579	FBgn0036294	CG10654	0.419	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.00134880137541255	0.786020548319512
CG10655	84	38	67	55	1.14438990933518	0.284729476933113	24.8804602880957	FBgn0002021	l(2)37Bb	0.417	Bilateria	non_HKs	0	non_TS_non_HK	0.000279091371780766	0.633192818210023
CG10658	65	60	67	58	0.115477217419936	0.2081081953302	69.1988985298571	FBgn0014000	Hf	0.689	Pan-drosophilid	non_HKs	0	TS	0.848958581520281	0.76957148073567
CG10669	51	42	52	41	0.280107919192735	0.342887713523009	84.5243227236777	FBgn0039329	CG10669	0.402	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.591329270161096	0.617123796639867
CG10671	234	240	250	224	-0.036525876025114	0.158429362604483	44.8319938252036	FBgn0035586	CG10671	0.416	Eukaryota	non_HKs	0	non_TS_non_HK	0.918077242406274	0.55902858314429
CG10672	122	239	134	227	-0.970129470417862	-0.760459296833143	78.387402921137	FBgn0035588	CG10672	0.366	Cellular_Organisms	non_HKs	0	non_TS_non_HK	1.19460316758729e-08	3.40265875128376e-05
CG10673	59	52	47	64	0.182203331220749	-0.445411148322363	41.5098332002005	FBgn0035590	Prpk	0.358	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.736950980525474	0.378840410543104
CG10674	59	90	74	75	-0.609210046967833	-0.0193653248669311	3.17875993071952	FBgn0035592	CG10674	0.229	Eukaryota	non_HKs	0	non_TS_non_HK	0.0469929346338738	1
CG10680	169	107	161	115	0.659412449881037	0.485426827170242	73.6150534097159	FBgn0032836	CG10680	0.778	Pan-drosophilid	non_HKs	0	TS	0.00140867907232099	0.0544280637024865
CG10686	554	695	626	623	-0.327127001561681	0.00693049390861658	2.03247449308698	FBgn0041775	tral	0.344	Eukaryota	HK	13.61096226	non_TS_HK	0.000505721530433215	1
CG10688	71	89	76	84	-0.325986311461716	-0.144389909335175	44.2932430775186	FBgn0036300	CG10688	0.389	Eukaryota	non_HKs	0	non_TS_non_HK	0.33624155192951	0.838138756713026
CG10689	65	62	61	66	0.0681715026415792	-0.113656781795567	38.4644758006332	FBgn0086444	l(2)37Cb	0.405	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.946289485346872	0.926148356368094
CG10691	548	656	569	635	-0.259519921657557	-0.158327939352946	61.008009844371	FBgn0002031	l(2)37Cc	0.332	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.00917010962311802	0.240535818997168
CG10695	123	169	160	132	-0.458364930942944	0.277533975528909	27.3855309471496	FBgn0029878	Pat1	0.343	Bilateria	non_HKs	0	non_TS_non_HK	0.0310957634814015	0.353347273210807
CG1070	32	72	42	62	-1.16992500144231	-0.561878887608115	48.0269151369034	FBgn0261238	Alh	0.379	Bilateria	non_HKs	0	non_TS_non_HK	0.000734389209130396	0.242199512935343
CG10701	800	925	780	945	-0.20945336562895	-0.276840205358824	80.4237230364887	FBgn0011661	Moe	0.236	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	HK	12.45232835	non_TS_HK	0.012063821730096	0.00148945577939207
CG10702	85	61	79	67	0.478653598574815	0.237691557719331	49.6583663900269	FBgn0032752	CG10702	0.505	Diptera	non_HKs	0	non_TS_non_HK	0.142903191370073	0.674319192036214
CG10703	108	70	111	67	0.625604485218502	0.728326675892333	87.6394524068997	FBgn0037881	GCC88	0.376	Bilateria	non_HKs	0	non_TS_non_HK	0.0212573287231294	0.0144527815747357
CG10718	33	36	41	28	-0.125530882083859	0.55019708256048	44.8801567285832	FBgn0004374	neb	0.678	Bilateria	non_HKs	0	TS	0.911619358477984	0.411824645543323
CG10719	54	65	59	60	-0.267480310864986	-0.0242475462466773	9.06517050479899	FBgn0010300	brat	0.393	Bilateria	non_HKs	0	non_TS_non_HK	0.548909929462626	1
CG10721	28	51	46	33	-0.865070419913891	0.47916783669856	26.2787230149302	FBgn0032846	CG10721	0.368	Eukaryota	non_HKs	0	non_TS_non_HK	0.0445633225445894	0.457049794804124
CG10724	224	249	245	228	-0.152647010010477	0.103747924837829	28.8074362846581	FBgn0260049	flr	0.255	Eukaryota	non_HKs	0	non_TS_non_HK	0.447721994550932	0.759575095647716
CG10728	39	26	22	43	0.584962500721156	-0.966833136064801	38.3872822579753	FBgn0003978	vls	0.511	Eukaryota	non_HKs	0	non_TS_non_HK	0.275230045697208	0.0848403266866347
CG10732	75	74	78	71	0.0193653248669312	0.135655099357566	53.8431670728492	FBgn0036365	cmb	0.616	Pan-drosophilid	non_HKs	0	TS	1	0.869516966796219
CG10737	389	182	312	259	1.0958317047875	0.268593931175694	24.5105092325998	FBgn0034420	CG10737	0.365	Bilateria	non_HKs	0	non_TS_non_HK	9.31078851163802e-17	0.151081099330717
CG10739	35	39	55	19	-0.156119201917282	1.53343220008107	47.578032947227	FBgn0010309	pigeon	0.506	Diptera	non_HKs	0	non_TS_non_HK	0.855170872419723	0.000709320608896099
CG10741	67	90	80	77	-0.425763905871902	0.0551415541924608	10.2867011149963	FBgn0036373	Tgi	0.51	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.184786967444334	1
CG10742	67	72	77	62	-0.10383581098454	0.312590230308026	42.8783612225442	FBgn0040334	Tsp3A	0.467	Diptera	non_HKs	0	non_TS_non_HK	0.860144850386389	0.539563200739277
CG10743	231	265	275	221	-0.198099508034504	0.31538524902059	38.0500255418571	FBgn0036376	Liprin-beta	0.253	Bilateria	non_HKs	0	non_TS_non_HK	0.278971578298242	0.104787153555319
CG10753	27	28	24	31	-0.0524674198941355	-0.369233809665719	53.8241548571832	FBgn0261933	SmD1	0.421	Eukaryota	non_HKs	0	non_TS_non_HK	1	0.726770279809695
CG10756	54	43	53	44	0.328622747461371	0.268488835925902	81.701232796571	FBgn0032847	Taf13	0.28	Eukaryota	non_HKs	0	non_TS_non_HK	0.495867130731557	0.725475386793363
CG10757	58	72	56	74	-0.31194400631474	-0.402098443571346	81.6853408546906	FBgn0032849	mRpS18B	0.324	Bilateria	non_HKs	0	non_TS_non_HK	0.429941949577131	0.390767456165896
CG10763	48	68	17	99	-0.502500340529183	-2.54189377882927	55.4842702139515	FBgn0030011	Gbeta5	0.561	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.182146032395607	3.07082266795864e-13
CG10772	74	82	85	71	-0.148098638989134	0.25964381663302	38.9045785667203	FBgn0004509	Fur1	0.394	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	HK	2.22952988	non_TS_HK	0.741663493227257	0.615738237801639
CG10776	124	77	119	82	0.687409769691974	0.53726575868986	78.1580044942636	FBgn0024179	wit	0.49	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.00558553031736738	0.0765054616346934
CG10777	120	187	124	183	-0.640003864279118	-0.561503527897167	87.7343964992506	FBgn0029979	CG10777	0.285	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.00102294449209232	0.0113993877260157
CG10795	75	94	91	78	-0.325770161181757	0.222392421336448	28.8613298497763	FBgn0034626	CG10795	0.564	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.319319493061082	0.668894185427646
CG10798	243	189	203	229	0.362570079384708	-0.173867870911768	24.4778890613645	FBgn0262656	Myc	0.28	Bilateria	non_HKs	0	non_TS_non_HK	0.0385053463369482	0.532532102963651
CG10799	23	21	27	17	0.131244533278253	0.667424660913129	55.4521440312888	FBgn0033821	CG10799	0.677	mel-subgroup	non_HKs	0	TS	0.961109481976187	0.453905234242663
CG10802	156	119	134	141	0.390584455554305	-0.0734621619410211	13.6671557287039	FBgn0029664	CG10802	0.277	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.0870184576377656	0.923873019065298
CG10803	100	60	85	75	0.736965594166206	0.180572245641821	24.5021269746138	FBgn0029666	CG10803	0.393	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.00888684807708827	0.770882186204
CG10805	128	313	154	287	-1.29001884693262	-0.898120385980786	69.6207181868947	FBgn0086451	l(2)k09022	0.394	Eukaryota	non_HKs	0	non_TS_non_HK	1.98592138826442e-17	1.38303066328303e-08
CG10811	266	355	322	299	-0.416392778890855	0.106915203916512	16.9646573101023	FBgn0023213	eIF4G	0.158	Eukaryota	HK	9.260881452	non_TS_HK	0.00228754691032236	0.688236120355227
CG10825	47	26	42	31	0.854149133536545	0.438121112391885	51.2932806684326	FBgn0038860	Ice2	0.495	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.060269932994558	0.546587791786615
CG10833	34	20	40	14	0.765534746362977	1.51457317282976	66.9095870201602	FBgn0031689	Cyp28d1	0.553	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.180081080938928	0.00758330812569152
CG10840	456	396	482	370	0.203533394085132	0.38150787571365	68.1894380952441	FBgn0026259	eIF5B	0.363	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.116921230886648	0.00253220055643904
CG10842	68	43	80	31	0.661198086548241	1.36773178450049	65.938125860495	FBgn0015037	Cyp4p1	0.65	Bilateria	non_HKs	0	TS	0.0692458911997372	9.90332770322943e-05
CG10847	188	307	263	232	-0.707505993692542	0.18093799416473	16.9198656052359	FBgn0004875	enc	0.333	Bilateria	non_HKs	0	non_TS_non_HK	1.18189415590224e-06	0.45794429122281
CG10850	34	30	40	24	0.180572245641821	0.736965594166206	56.9807475589945	FBgn0041147	ida	0.509	Eukaryota	non_HKs	0	non_TS_non_HK	0.840628783648743	0.237415368422681
CG10863	348	415	413	350	-0.254024030385559	0.238786859587116	32.6390915951828	FBgn0027552	CG10863	0.313	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0556096656906631	0.133653823289637
CG10866	43	33	42	34	0.381870635343644	0.304854581528421	79.8318994216675	FBgn0035475	CG10866	0.546	Bilateria	non_HKs	0	non_TS_non_HK	0.485254188276408	0.728459871511893
CG10880	25	23	20	28	0.120294233717712	-0.485426827170242	44.4877209114253	FBgn0031398	CG10880	0.434	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.963795006216675	0.629679062388008
CG10882	201	250	233	218	-0.314732593483158	0.0960018198773538	18.9451263952325	FBgn0262126	Sec24CD	0.318	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0730546094523573	0.795743050553386
CG10888	107	130	125	112	-0.280900826627308	0.158429362604483	26.5038613130981	FBgn0003249	Rh3	0.868	Diptera	non_HKs	0	TS	0.300779558533634	0.737898158554798
CG10889	25	32	11	46	-0.356143810225275	-2.06413033741972	54.7207419998864	FBgn0038769	CG10889	0.433	Bilateria	non_HKs	0	non_TS_non_HK	0.605733399266189	9.03878622375181e-05
CG1089	20	28	14	34	-0.485426827170242	-1.28010791919274	61.6982214708647	FBgn0261393	alpha-Est5	0.635	Bilateria	non_HKs	0	TS	0.498416531430881	0.0472966476015796
CG10890	26	35	38	23	-0.428843298803874	0.724365557386573	38.5798587874109	FBgn0002887	mus201	0.431	Eukaryota	non_HKs	0	non_TS_non_HK	0.49073760105977	0.268756427329121
CG10895	22	25	20	27	-0.184424571137427	-0.432959407276106	63.5308972100282	FBgn0019686	lok	0.533	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.885550263322234	0.693128515717705
CG10897	22	82	53	51	-1.89812038598079	0.0554951125917037	2.76217308710279	FBgn0033636	tou	0.368	Bilateria	HK	2.149736694	non_TS_HK	3.81066708931778e-08	1
CG10898	49	46	54	41	0.0911478880581954	0.397335497545385	56.477959795994	FBgn0037911	CG10898	0.46	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.932794364539322	0.517811597732838
CG10904	34	26	33	27	0.387023123109247	0.289506617194985	74.8034419414429	FBgn0034945	CG10904	0.27	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.554707691803811	0.799828513572183
CG10907	30	32	28	34	-0.0931094043914815	-0.280107919192735	59.9666154879682	FBgn0036207	CG10907	0.533	Eukaryota	non_HKs	0	non_TS_non_HK	0.967101938074812	0.803706702247245
CG10911	134	339	317	156	-1.33905227267857	1.02293681127716	30.2203605909895	FBgn0034295	CG10911	0.778	Pan-drosophilid	non_HKs	0	TS	6.71493620781725e-20	9.3209595564889e-12
CG10912	116	178	125	169	-0.617752435838826	-0.435095151620097	70.4319605036111	FBgn0034296	CG10912	0.762	Pan-drosophilid	non_HKs	0	TS	0.00208276875102083	0.082552837132356
CG10913	47	47	45	49	0	-0.122856747785533	50	FBgn0028983	Spn55B	0.476	Cellular_Organisms	non_HKs	0	non_TS_non_HK	1	0.948027098236353
CG10914	30	48	40	38	-0.678071905112638	0.0740005814437768	8.95811572975281	FBgn0034307	CG10914	0.538	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.136656984517427	1
CG10915	178	209	195	192	-0.231625701114485	0.0223678130284545	8.09368418417763	FBgn0034308	CG10915	0.271	Bilateria	non_HKs	0	non_TS_non_HK	0.263104206663758	1
CG10922	291	216	261	246	0.429987840744815	0.0853914912306447	19.8590478937105	FBgn0011638	La	0.275	Eukaryota	non_HKs	0	non_TS_non_HK	0.00505739373177745	0.807064797322673
CG10932	437	795	508	724	-0.863321580671119	-0.51116120031104	59.208667054712	FBgn0029969	CG10932	0.396	Cellular_Organisms	non_HKs	0	non_TS_non_HK	6.7477071573098e-23	4.38896533080954e-08
CG10936	21	28	31	18	-0.415037499278844	0.784271308944563	39.5381715190963	FBgn0034253	CG10936	0.567	Diptera	non_HKs	0	non_TS_non_HK	0.577367224975185	0.296046788577848
CG10948	141	175	112	204	-0.311659759433535	-0.865070419913891	60.9856861589903	FBgn0036317	CG10948	0.284	Bilateria	non_HKs	0	non_TS_non_HK	0.155528734513024	8.8163857858772e-06
CG10955	178	117	150	145	0.605368711382993	0.0489096004809465	8.07930762876896	FBgn0034722	Rtf1	0.369	Eukaryota	non_HKs	0	non_TS_non_HK	0.00253722284761024	0.974400787563174
CG10960	1101	1066	1064	1103	0.046607030805193	-0.051934640090193	34.5134990019593	FBgn0036316	CG10960	0.378	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	HK	0.851653902	non_TS_HK	0.645842279202205	0.723239737345388
CG10961	65	91	66	90	-0.485426827170242	-0.447458976971221	92.1784606713331	FBgn0265464	Traf6	0.361	Eukaryota	non_HKs	0	non_TS_non_HK	0.120559737564756	0.250573613866171
CG10967	357	396	359	394	-0.14957635605051	-0.134211785633325	89.7279417530424	FBgn0260945	Atg1	0.329	Bilateria	non_HKs	0	non_TS_non_HK	0.319319493061082	0.514399654260984
CG10971	62	63	63	62	-0.0230836131130413	0.0230836131130412	33.3333333333333	FBgn0036309	Hip1	0.42	Eukaryota	non_HKs	0	non_TS_non_HK	1	1
CG10973	40	55	54	41	-0.459431618637297	0.397335497545385	31.6828537948922	FBgn0036306	CG10973	0.224	Eukaryota	non_HKs	0	non_TS_non_HK	0.296825395845495	0.517811597732838
CG10975	125	119	129	115	0.0709665213541436	0.165737204478879	63.6208008914735	FBgn0014007	Ptp69D	0.238	Bilateria	non_HKs	0	non_TS_non_HK	0.871859028941253	0.714201134211314
CG10979	42	31	34	39	0.438121112391885	-0.197939377611909	23.7337420901267	FBgn0037379	CG10979	0.384	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.415406721757827	0.87875827830628
CG10981	41	35	42	34	0.228268987673117	0.304854581528421	79.9219907084356	FBgn0037384	dgrn	0.413	Bilateria	non_HKs	0	non_TS_non_HK	0.735701897164691	0.728459871511893
CG10984	111	101	120	92	0.136204383598311	0.383328639551506	60.8021062770498	FBgn0036305	CG10984	0.38	Bilateria	non_HKs	0	non_TS_non_HK	0.709450971702877	0.246949673405857
CG10986	245	177	219	203	0.469032388919573	0.109451142415997	23.3355190391265	FBgn0001087	g	0.275	Eukaryota	non_HKs	0	non_TS_non_HK	0.00542567416623488	0.762381847524292
CG10988	67	77	79	65	-0.200697350237129	0.281412935148648	36.8571547767302	FBgn0001612	Grip91	0.377	Eukaryota	non_HKs	0	non_TS_non_HK	0.634177622211903	0.591561492777424
CG1099	48	55	54	49	-0.196397212803504	0.14017765804826	29.402603982339	FBgn0023388	Dap160	0.364	Bilateria	non_HKs	0	non_TS_non_HK	0.725176431526745	0.911444084211681
CG10990	489	369	438	420	0.406213648891838	0.0605415419350509	14.9038669922121	FBgn0030520	Pdcd4	0.251	Eukaryota	non_HKs	0	non_TS_non_HK	0.000339203179503492	0.826183839350366
CG10992	883	896	803	976	-0.0210852944091382	-0.281481160045572	51.9455792928848	FBgn0030521	CtsB1	0.362	Diptera	non_HKs	0	non_TS_non_HK	0.889236991328377	0.000905940008139974
CG10997	137	116	151	102	0.240051087832955	0.565979397353583	63.4571708475443	FBgn0030529	Clic	0.358	Eukaryota	non_HKs	0	non_TS_non_HK	0.376838761160741	0.0255340682836676
